user_id,distance,duration,date
1,4409.919140196136,25.59976897198896,2021-01-01
1,2617.5921534552563,15.816871452122792,2021-01-18
1,754.1598069611837,6.232113458405072,2021-04-20
1,2694.7832537889467,18.510999719255103,2021-08-11
1,4028.6873061660526,26.265802740711653,2021-08-28
1,2770.890807774881,16.650137938659714,2021-10-09
1,3039.0202923997176,14.927879023651435,2021-10-19
1,2842.1180504740605,23.117467925264897,2021-11-06
1,3412.6906682951376,15.238072004885412,2021-11-14
1,748.6906445372992,15.041883576010816,2021-11-22
1,4031.020194613835,17.674448467073205,2021-12-14
1,2720.609747792765,9.529463394702637,2021-12-22
2,3105.086677871432,24.30751433373471,2021-03-15
2,3053.519401495203,11.543255860346864,2021-03-18
2,4029.11692700042,25.10918847625157,2021-03-23
2,2805.786329251814,20.652144534323128,2021-04-08
2,3358.5954945074,18.396488736268505,2021-04-13
2,3255.3382024335347,13.851127341445114,2021-06-20
2,3942.8176479101808,20.142725493033936,2021-07-02
2,2837.905315809454,26.02743189485673,2021-07-18
2,923.0074394588836,6.914760335133316,2021-08-03
2,2824.636598299611,18.779127835919063,2021-10-27
2,3828.248579875955,11.92051430319163,2021-12-18
3,3061.777147236557,12.654442868091394,2021-01-31
3,2560.4953296422527,16.534984432140842,2021-02-24
3,2860.656686201616,21.033652693268262,2021-02-26
3,2956.65163217227,20.67136413788116,2021-04-12
3,2756.9758405559696,18.5190250196981,2021-05-07
3,2837.317332175381,24.476276357320263,2021-05-21
3,3469.73374495433,18.40920123486299,2021-05-22
3,2727.653703618465,19.58917093977753,2021-07-04
3,2856.729608938607,20.08257509037156,2021-07-07
3,5335.212090052772,25.848038179114017,2021-07-14
3,2891.0128216436224,22.39005494990124,2021-09-04
3,2593.381928464864,12.98472752722661,2021-12-14
4,2905.42890836134,27.84779404560731,2021-02-10
4,3434.2678386768675,20.302803516030604,2021-02-16
4,3312.286135187323,22.46367467196378,2021-06-06
4,3440.755670558548,21.143843543147817,2021-06-27
4,3718.480482990071,16.58110880690016,2021-07-04
4,2563.986669835592,15.68866087783198,2021-07-06
4,4208.708402380256,22.97923931055719,2021-07-17
4,4649.488243068903,35.89692945841342,2021-08-14
4,2333.794807666026,16.77931602555342,2021-10-08
4,3893.486226894508,21.9849682159104,2021-10-24
4,3933.142317013421,14.726751773672966,2021-10-27
4,3100.3389221372945,24.501694610686474,2021-10-30
4,724.5595715846669,11.811398928961667,2021-11-14
4,2618.4657192311142,15.855397157693345,2021-11-25
5,3914.6469898556697,12.395152775653608,2021-01-18
5,2561.108240977678,11.087710234666352,2021-02-24
5,3380.769995544587,14.659342844413104,2021-03-01
5,4194.7132178686425,21.680107425850714,2021-03-13
5,3058.2489728565497,19.327411667979067,2021-03-25
5,3373.080411703445,14.9049896883651,2021-04-24
5,2579.052127840548,17.189725106817313,2021-05-08
5,3244.021903310737,14.110054758276842,2021-05-30
5,3311.9747240839565,11.948739337801497,2021-07-24
5,2720.8171107296844,17.046260246065966,2021-08-10
5,3218.5159546627824,19.72443829119068,2021-10-07
6,3961.4327075361807,27.807163537680903,2021-02-25
6,3462.6367443353706,19.032965420005315,2021-05-04
6,3097.415861556143,17.080215291016025,2021-05-14
6,4453.521757979757,33.721130547878545,2021-05-17
6,3142.271822956297,16.569832244426266,2021-08-15
6,3346.098372211863,19.566626438563777,2021-09-27
6,2350.6419573246358,10.051925871973909,2021-10-08
6,3339.6256395185947,16.015101534844625,2021-11-18
6,4281.568594841471,20.880542911172626,2021-12-07
6,2643.393234581158,22.57357293832463,2021-12-08
7,3015.259833474979,16.9582919234038,2021-01-10
7,3462.8211460020243,10.69515810222672,2021-01-20
7,3679.561008802109,20.59885480557072,2021-03-07
7,1609.9079958311431,13.330844129305811,2021-04-09
7,3279.0381663048465,23.395190831524232,2021-04-28
7,2971.5648106631274,14.42891202665782,2021-05-10
7,2508.5541706282065,18.271385426570514,2021-06-16
7,3187.655473535083,23.066280442742368,2021-07-14
7,2910.170195446643,10.236078990242806,2021-07-18
7,3008.257504963693,14.027525016545644,2021-08-15
